City,State,Metro,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Frisco,TX,Dallas-Fort Worth,Collin,355600,358500,361500,364800,367700,370000,371600,372800,373800,375200,376700,377700
Joliet,IL,Chicago,Will,111800,112000,112300,113100,114500,115800,116600,117400,118700,119900,121000,122500
Carrollton,TX,Dallas-Fort Worth,Denton,206000,207300,208700,210600,213200,217000,221400,225900,230400,234900,238700,241400
Billings,MT,Billings,Yellowstone,206900,207700,209600,213400,216700,216100,212600,210600,211500,213600,214600,215000
Allentown,PA,Allentown,Lehigh,94300,94800,95600,96300,97000,98600,100500,101800,103200,105100,106700,108200
Amherst,NY,Buffalo,Erie,195700,196600,197400,198200,198900,199900,201100,203000,204900,206300,206900,207500
Santa Fe,NM,Santa Fe,Santa Fe,296600,298200,302900,307600,309200,309400,309800,310800,312700,314400,315400,316600
Vallejo,CA,Vallejo,Solano,304700,306800,308400,310600,313900,317300,320900,324800,328000,331200,335500,339400
Independence,MO,Kansas City,Jackson,84600,85300,85700,86400,87500,88900,90100,91100,91600,92300,93300,94200
Santa Clara,CA,San Jose,Santa Clara,987900,995300,1001100,1006000,1006800,1005400,1004600,1004500,1006300,1010900,1016400,1024400
Cary,NC,Raleigh,Wake,319200,320800,322000,323500,325400,327700,330300,332800,334400,335800,337500,339100
Cypress,TX,Houston,Harris,231400,232800,233600,234400,235600,236700,237100,237300,237600,237700,237700,237800
Conroe,TX,Houston,Montgomery,181500,182800,183800,184900,186000,187000,188100,189100,190300,191600,192600,193100
Surprise,AZ,Phoenix,Maricopa,207200,208500,209500,211100,212900,214500,216300,218200,219400,220500,222300,223500
Berkeley,CA,San Francisco,Alameda,1009800,1013800,1021300,1031300,1041300,1043800,1045200,1050700,1065200,1084100,1102300,1118100
Hemet,CA,Riverside,Riverside,205200,206600,208200,210300,212300,214400,216800,218700,220200,222300,224600,225800
Norman,OK,Oklahoma City,Cleveland,151400,153000,154500,155400,156000,156700,157400,158000,158500,159000,159700,160600
Falls Church,VA,Washington,Fairfax,481800,481600,482900,485600,488100,491100,494500,497700,501100,504100,506600,508000
Springfield,IL,Springfield,Sangamon,105100,105400,105700,105900,106000,106000,105800,105900,106400,106900,107200,107300
Lake Charles,LA,Lake Charles,Calcasieu,133900,134300,134700,135100,135800,136400,135600,133100,130300,128400,127000,126200
Denton,TX,Dallas-Fort Worth,Denton,176100,177100,178300,179700,181200,183100,185000,187000,189400,192000,193900,195100
Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,470200,472800,475000,478300,482100,486300,491700,497300,502100,505500,509300,513200
Waco,TX,Waco,McLennan,83400,84300,84800,85100,85400,86000,87000,88500,89800,90800,92100,93200
Thornton,CO,Denver,Adams,283300,285300,288000,291400,294100,296300,298800,301100,303400,306400,309500,312300
Frederick,MD,Washington,Frederick,252300,251400,251200,252700,255000,257500,259200,260000,260600,261200,262000,262700
Westminster,CO,Denver,Adams,289000,290900,293400,296600,299400,302100,305200,308500,311600,314900,318200,321300
Lansing,MI,Lansing,Ingham,62100,62200,62200,62800,63700,64700,65500,66300,66900,67300,68000,68900
Victorville,CA,Riverside,San Bernardino,192600,193700,195300,197000,198400,199700,201400,203800,206200,208500,210300,212100
Waterbury,CT,New Haven,New Haven,94100,94300,94400,94600,94900,95800,97100,98300,99200,99800,100200,100700
New Port Richey,FL,Tampa,Pasco,128800,129400,130100,130800,132000,133300,134600,135600,136500,138100,139800,141200
Temecula,CA,Riverside,Riverside,406600,407100,408100,410700,413800,416800,419100,420700,422200,424600,426900,427300
Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,150300,152600,155600,159100,162500,165800,169500,172700,175600,179500,184000,188300
Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,705700,707600,709800,713200,716800,720500,725300,730100,733800,737900,741500,743900
Athens,GA,Athens,Clarke,136600,137200,137900,138800,140100,141100,142200,143500,144700,145500,145900,146500
Manchester,NH,Manchester,Hillsborough,194500,195100,196200,197300,198100,198600,199600,200600,201400,201900,202900,204700
Vista,CA,San Diego,San Diego,453800,455900,457400,460100,462000,462500,463700,466400,469000,471800,475400,478500
Rochester,MN,Rochester,Olmsted,173800,174800,176200,177500,178800,180500,182200,183900,185200,186500,187700,188800
Tracy,CA,Stockton,San Joaquin,418700,422600,426600,430100,432900,434500,435500,436500,437600,438800,440600,442400
Ventura,CA,Ventura,Ventura,510800,516000,521100,524200,526300,527600,529400,533400,539300,545700,550200,553000
Murrieta,CA,Riverside,Riverside,369700,371200,372700,374900,377700,381000,384000,386000,387600,390700,393600,394200
Peoria,IL,Peoria,Peoria,89200,89000,89000,89100,88900,88700,88200,87700,87400,87400,87200,86600
Chico,CA,Chico,Butte,282400,285200,287600,290000,291500,292500,294300,296600,299100,301400,303400,305200
Ann Arbor,MI,Ann Arbor,Washtenaw,300400,301400,303500,306500,309000,311700,314200,315700,316300,316500,317200,319800
Lowell,MA,Boston,Middlesex,225500,226700,227800,229300,231400,233900,236000,237700,239800,241700,243300,245700
Gainesville,GA,Gainesville,Hall,145100,145500,145700,146300,147500,148800,149800,150800,151800,152800,154100,155800
Clovis,CA,Fresno,Fresno,287700,288700,290000,291600,293000,293200,293500,294800,296800,297700,298300,299400
Cambridge,MA,Boston,Middlesex,644400,648900,652200,655500,661800,669300,674200,678100,683500,688600,693800,702800
Sparks,NV,Reno,Washoe,260500,262500,264900,267900,270000,271000,272000,273300,274900,276900,278700,280200
Roseville,CA,Sacramento,Placer,384900,387100,388800,389900,392000,395500,398800,400700,401600,403500,406700,410700
Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,407500,409400,411000,412700,414000,415500,418200,422200,426500,429400,432000,435300
Redding,CA,Redding,Shasta,235000,236100,236800,237300,237700,238500,239200,239700,239800,239800,240200,241800
El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,428300,428600,427900,428700,430400,432900,437100,442000,446000,448600,451400,454700
College Station,TX,College Station,Brazos,197400,198200,199700,201500,202800,203900,206000,208400,210300,211900,214200,217200
Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,688000,690500,691700,693200,694200,695500,698900,703500,707900,711300,715600,721000
West Jordan,UT,Salt Lake City,Salt Lake,265700,267500,269200,270500,271500,271900,272100,272800,274300,276900,279500,282000
Nampa,ID,Boise City,Canyon,152100,152900,153600,154400,155800,157300,158800,160400,162000,163200,164600,166600
Everett,WA,Seattle,Snohomish,273600,276700,279900,282900,285200,287400,290400,294000,297400,300000,302800,307400
Broken Arrow,OK,Tulsa,Tulsa,142400,143300,144500,145700,146800,147800,148900,149800,150400,151000,152000,152500
Provo,UT,Provo,Utah,211400,212500,214100,215300,216500,218200,220300,222400,224900,228200,231500,234300
Spartanburg,SC,Spartanburg,Spartanburg,88600,89000,89500,89800,89900,90000,90600,91200,91500,91800,93000,94600
Bend,OR,Bend,Deschutes,343400,344600,345900,348000,349700,351400,354100,357800,361000,363200,365000,368800
Palm Bay,FL,Melbourne,Brevard,125800,127500,129000,130200,131400,132600,133800,135300,137500,140200,142700,144900
Tuscaloosa,AL,Tuscaloosa,Tuscaloosa,139100,139100,139200,139400,139400,139400,138900,138100,137100,135700,134000,133100
Clearwater,FL,Tampa,Pinellas,151900,153100,154900,156500,157400,158600,160200,161900,163800,166400,169200,172100
Springfield,VA,Washington,Fairfax,444900,446000,447600,449200,450600,452300,453700,455300,457200,458200,459500,460600
Wilmington,NC,Wilmington,New Hanover,183500,184100,185300,186500,187800,188500,189200,190200,191400,192400,193100,193900
Pompano Beach,FL,Miami-Fort Lauderdale,Broward,152000,152500,153600,154900,156400,158300,160300,161800,163400,165700,167900,169800
Davenport,IA,Davenport,Scott,115700,116200,116500,116600,116800,117100,117800,118700,119500,120000,120400,120500
Hesperia,CA,Riverside,San Bernardino,206600,208300,210300,212200,214300,216000,217700,220000,222500,224800,226400,227800
Grand Junction,CO,Grand Junction,Mesa,188700,189400,189400,189900,190800,192000,193500,195100,196100,196700,197400,198300
Rock Hill,SC,Charlotte,York,138800,139300,139600,140000,140600,141300,142100,142700,143300,144200,145300,146300
Stone Mountain,GA,Atlanta,Dekalb,109200,109400,109700,110600,111100,111400,111900,112900,113900,115000,116100,117000
Fargo,ND,Fargo,Cass,196200,197100,198500,199500,200600,202500,204700,207400,211000,214000,215800,216900
Edison,NJ,New York,Middlesex,339700,340100,339600,339800,340800,341800,342300,342100,340700,339800,341200,343400
West Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,477700,479800,481500,483000,483700,484800,487200,491600,496900,501700,505600,509600
Carlsbad,CA,San Diego,San Diego,737800,742100,744800,749400,752700,753400,755600,760200,764300,767900,774100,780100
Vacaville,CA,Vallejo,Solano,379000,380300,381400,383500,386600,389700,392800,396300,398600,400200,403300,405500
Bowling Green,KY,Bowling Green,Warren,152300,152400,152500,153400,154500,154900,155400,156400,157500,158300,159200,160200
Lewisville,TX,Dallas-Fort Worth,Denton,205100,206300,207800,209500,211700,214100,217100,220600,224300,228100,231500,233800
Beaverton,OR,Portland,Washington,310000,312800,315200,319300,324200,329200,333700,337600,340900,344100,346500,349500
Saint Augustine,FL,Jacksonville,Saint Johns,205900,206500,208300,210700,212700,214500,216500,217800,218800,219800,221000,222700
West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,174000,174800,175300,176700,178600,180100,182000,184200,187000,190000,193100,195800
Columbia,MO,Columbia,Boone,159500,159200,159600,160300,160500,160100,160200,160900,161600,162500,163700,164900
Erie,PA,Erie,Erie,71500,71300,71500,71700,71900,72000,72000,71800,71800,71800,72100,72300
Cedar Rapids,IA,Cedar Rapids,Linn,123300,123300,123300,123400,123800,124400,125300,126500,127800,128300,127900,127800
Jacksonville,NC,Jacksonville,Onslow,118300,118800,118900,118800,118800,118600,118400,118600,118900,119300,119400,120300
Wichita Falls,TX,Wichita Falls,Wichita,77900,78100,78200,78800,79600,80500,81300,82100,82800,83700,84200,84200
Green Bay,WI,Green Bay,Brown,114500,115100,115200,115500,116300,117200,118100,118900,119600,120000,120400,121100
Fairfield,CA,Vallejo,Solano,367100,369800,372300,376100,380700,385300,390200,395200,398600,401300,404700,407200
Madera,CA,Madera,Madera,184100,185200,186500,187900,189300,190600,192200,193600,194700,196200,198300,200700
San Mateo,CA,San Francisco,San Mateo,1102000,1109200,1113100,1111400,1111000,1116000,1125900,1131600,1135700,1143600,1157400,1169800
Merced,CA,Merced,Merced,181600,182500,183700,184800,185700,186500,187200,188300,189500,190700,192400,194700
Daly City,CA,San Francisco,San Mateo,780500,786100,791500,793200,795600,800900,807900,812700,816100,819900,827400,834000
Perris,CA,Riverside,Riverside,251100,252000,253400,255900,258200,260500,263300,265700,267000,268900,271000,272100
Livonia,MI,Detroit,Wayne,167400,168400,169200,170000,170700,171900,173600,174900,175900,177000,178100,179200
San Leandro,CA,San Francisco,Alameda,524200,526000,528300,531800,536100,538300,541400,544600,547700,551000,556200,562000
South Gate,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,361700,363300,364400,366000,367300,368900,372600,377300,381200,384300,387300,390400
Sandy Springs,GA,Atlanta,Fulton,375900,381600,389100,398000,407500,416800,426600,435200,441100,447200,452600,455600
Greece,NY,Rochester,Monroe,136600,139600,142500,144800,146500,148000,148300,147500,145900,144400,142700,141200
Albany,NY,Albany,Albany,160600,161100,161700,161800,161400,161200,161800,162700,163100,163200,163400,163700
Richardson,TX,Dallas-Fort Worth,Dallas,218900,219900,222400,225700,229300,233500,238500,243300,248500,253000,256100,259000
Portsmouth,VA,Virginia Beach,Portsmouth City,134500,134300,134800,135000,134900,135500,136400,137100,137900,138800,139500,139800
Laurel,MD,Washington,Prince Georges,279700,279800,281200,283100,285000,287000,289600,291700,292900,294200,295300,296000
Orange Park,FL,Jacksonville,Clay,146200,147600,148300,149800,151600,152700,153400,154000,155000,156200,157100,157900
Vero Beach,FL,Vero Beach,Indian River,159100,159800,160300,161700,163300,164900,167200,169500,170900,172300,174100,176200
Spring Hill,FL,Tampa,Hernando,108600,109600,110900,112900,115000,116600,118200,120200,122500,124700,126600,128200
Duluth,GA,Atlanta,Gwinnett,192000,193000,194300,196300,198800,201400,204600,207600,209700,211200,212600,214400
Davie,FL,Miami-Fort Lauderdale,Broward,270700,271600,273200,276300,280600,284400,287000,288900,291900,296300,300300,303200
West Chester,PA,Philadelphia,Chester,372500,373900,374900,375000,375500,376300,377000,377600,378700,380200,381100,381900
Columbia,MD,Baltimore,Howard,321400,322300,322800,323500,324600,326700,329600,331500,331200,330000,329800,330400
Newton,MA,Boston,Middlesex,878600,886100,892000,895600,899200,905000,912400,919000,923400,926600,930300,936900
Brockton,MA,Boston,Plymouth,218600,221200,223700,225400,226900,228700,231100,233600,235600,237000,238500,240700
Albany,GA,Albany,Dougherty,77400,79100,80200,80600,80800,80800,80400,79700,79200,78800,78600,78200
Lakeland,FL,Lakeland,Polk,118100,119600,121500,123100,124100,125300,127000,128300,128600,129000,130400,132700
Lawrence,KS,Lawrence,Douglas,176100,177200,178200,178900,178600,177800,178000,179500,180800,181600,182100,182700
Napa,CA,Napa,Napa,556000,562900,567200,570600,574400,577700,579800,583600,589200,594400,597800,601600
Mission Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,652900,652700,652700,653400,653900,654900,657700,661400,664600,668400,672400,676100
Santa Cruz,CA,Santa Cruz,Santa Cruz,770100,777300,788100,799400,808800,813700,814900,815000,814400,812000,811100,815100
Lakewood,NJ,New York,Ocean,284300,286800,288500,290400,292000,294200,298300,301900,303500,303300,302400,301900
Antioch,CA,San Francisco,Contra Costa,348400,351300,354200,356800,358600,360400,362700,365100,367200,370100,373900,378700
Centennial,CO,Denver,Arapahoe,381000,383300,385200,388100,391400,393800,395900,398100,400200,402800,405200,408000
Riverview,FL,Tampa,Hillsborough,175400,176700,178000,180100,182600,184000,185100,186700,188800,191100,192900,194700
Kenosha,WI,Chicago,Kenosha,121800,121800,122400,123800,125300,126300,127500,128900,130100,130900,131200,130700
Arvada,CO,Denver,Jefferson,324700,327600,330500,334100,338000,342000,345800,349500,352900,356300,359300,362500
Lawton,OK,Lawton,Comanche,70900,71100,71200,70500,69600,68600,67300,66000,64700,63500,63200,63700
Annapolis,MD,Baltimore,Anne Arundel,380000,380100,380900,383400,386800,389600,390100,390300,391900,393500,394000,394500
Rialto,CA,Riverside,San Bernardino,284000,286900,289600,292000,293900,296000,298500,301400,303700,305600,306600,307500
Indio,CA,Riverside,Riverside,261600,261900,262800,263900,264400,265100,266400,267800,268900,270800,272500,273100
Highlands Ranch,CO,Denver,Douglas,410200,413200,416400,419000,421000,423800,426500,428600,430100,431500,433700,436800
New Bedford,MA,Providence,Bristol,190400,191100,192400,193800,195000,196800,199100,201500,204200,206800,209100,211400
Federal Way,WA,Seattle,King,288600,291000,293600,295800,298000,300800,304300,307100,309600,312200,315200,318100
Hillsboro,OR,Portland,Washington,292600,295400,297900,301500,305600,309900,313500,316600,320000,323700,326500,329400
Sandy,UT,Salt Lake City,Salt Lake,317700,318700,319600,321300,323400,324600,325400,327000,329700,332600,334800,336600
Champaign,IL,Champaign-Urbana,Champaign,132200,132300,132500,132600,132600,133100,133800,134400,135100,135900,136400,137100
Bethlehem,PA,Allentown,Northampton,245000,246100,247400,247700,247600,247700,248200,248900,250200,250900,250000,249100
Greeley,CO,Greeley,Weld,206000,207700,209700,211500,213700,216500,219800,222900,225600,228600,231400,233800
Canton,MI,Detroit,Wayne,220900,221800,222800,223700,224300,225200,226300,227000,227900,229100,230800,232500
Elgin,IL,Chicago,Kane,157800,158200,158900,160200,161900,163100,164000,165100,166100,167100,167900,168600
Meridian,ID,Boise City,Ada,230000,232300,234400,236700,238400,239500,240900,242400,243900,245600,247200,248300
Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1416200,1429400,1440600,1449200,1458100,1471500,1482000,1491800,1509700,1536500,1564400,1583100
