"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Medford, OR",209,269000,258900,249900,250000,259000,260000,259000,259000,259000,259000,249900,244950,239900,235000,225000,225000,230000,239475,239475,245000,237850,234900,215000,197000,190000,199900,204400,199900,204000,229900,227950,259000,249850,249900,259900,259000,250000,263450,264200,275000,284950,289000,289000,289000,279000,286700,285900,279900,275000,275250,282500,291900,289000,309000,299900,298000,298000,287000,279900,279900,275000,269900,289000,299000,299900,299500,299000,299000,3e+05,319000,3e+05,297000,289900,289000,309950,324000,325000,325000,335000,329000,325000,326000,330000,328450,320000,324200,329000,339950,344500,349900,349900,335000,344700,339900,339900,349000,349900,359000,359900,360500,369900,379999
"Lafayette-West Lafayette, IN",210,122500,124900,125000,125000,125000,125000,125000,124900,124900,121450,121000,119900,116450,115000,119900,122500,124900,124900,124500,124500,120000,120000,119900,115000,115000,119900,123900,125000,125000,128900,128000,127900,125000,123950,122900,120000,118400,121950,124500,125000,129900,129900,128000,125900,127500,124900,126500,123950,125000,129000,129950,134900,135000,135000,134500,134900,131500,129900,129950,125900,125000,129900,137500,144400,149000,145000,145000,144900,139900,144900,147000,142500,139450,140000,149900,155500,157250,157700,159900,156900,157500,150000,149900,149900,157450,159900,172950,179900,179900,179900,170000,169900,169900,172000,173000,166000,165000,167000,172950,179900,185000,180000
"Bellingham, WA",211,279250,279000,269900,269000,269900,269900,269900,274900,269900,265000,264900,260000,250000,249950,254900,254995,259000,259000,250000,250000,250000,250000,249500,247700,245000,247500,250000,250000,259900,259900,259900,259000,259000,254900,250000,250000,249900,249000,254000,259000,265000,269900,289000,279000,279900,275000,269000,265450,261000,264000,269000,275000,280950,289000,289500,289700,289500,289900,289900,285000,279000,285000,289900,299000,299000,299999.5,309000,310000,319000,324900,325950,329000,324250,319250,320000,326000,329900,335000,339500,339900,339000,345000,349000,349500,349900,355000,360000,355000,365000,374982,385000,390000,385000,389000,389900,389000,389000,384900,390000,399000,399900,399900
"Lake Havasu City, AZ",212,159900,155000,154975,155000,159000,151373,152000,150000,153662.5,150000,150000,149900,149000,144900,148000,149900,149900,145000,141400,139900,140900,139900,139000,132000,134900,136375,134900,129900,129900,129900,134900,133998,133900,139500,145000,149900,158900,162320,159900,164900,167900,165000,167225,168000,169900,173950,169900,174995,176638.5,174900,179900,179900,179500,184650,185000,185450,185000,185000,183900,186900,185000,188900,183650,187500,189000,189000,187500,187500,188500,189900,195500,190000,190000,195000,197500,199900,2e+05,209500,209000,208000,204900,209900,207400,215350,217900,219900,220000,219900,225000,225900,227750,225000,225450,227250,230000,230000,229000,249000,239700,247000,246500,249999
"Lake Charles, LA",213,157750,159000,157500,155000,153900,153900,154500,150500,150000,150000,149900,148900,149500,150000,149900,154900,153000,149900,149900,149900,150000,149900,149950,149900,149900,149900,145900,145900,149900,154000,149900,145000,144250,147500,146000,149000,145000,147750,153000,154900,160000,160000,159900,164900,159900,159975,159900,166000,159900,158500,159900,159900,164500,164900,164000,164900,168599,165000,177777,174500,169500,175000,175500,173000,178000,179950,182500,185000,190000,191000,190000,195000,194900,190000,194900,199900,205000,210000,214900,214900,214900,214900,217200,219230,219850,223265,229000,230000,226900,224000,224900,222000,219900,218500,215900,219000,215000,211500,214500,215000,215900,215000
"Johnson City, TN",214,179900,179900,179900,174900,179900,179900,183098.5,183098.5,179900,179900,179700,174900,169900,169900,172900,174500,173500,169900,169900,169900,169900,168100,164950,164900,159900,159900,163250,159000,164900,164900,159900,155000,157700,156000,155000,155000,155450,154900,157950,159900,163500,159900,159900,159900,159900,159150,154900,150000,149900,149900,156500,159900,160000,163700,160000,164900,163900,159900,162900,159000,159900,164250,169000,169900,174700,170000,169900,164900,164900,164900,163450,164900,169500,169000,169000,174900,179000,179900,179950,185000,179985,179900,179900,179900,179900,179900,184900,189450,189900,189900,189900,189250,189900,189900,189900,185750,182749.5,188350,186000,189900,195000,199900
"Elkhart, IN",215,129000,125000,128900,127900,127900,128700,129900,129900,128000,127700,124900,117950,116950,119000,119000,119900,124900,124250,124900,124900,125000,121700,119900,119000,114900,114500,114900,114900,119000,121900,123750,119900,117950,115000,110499.5,109900,109900,115000,119000,119900,119900,124000,124900,124900,123700,121700,124450,119900,119900,119900,119900,121900,127000,129900,129900,128800,129900,125000,126000,125000,127750,129900,134788.5,130000,134900,135000,136900,138900,135000,135000,133900,129900,133000,134900,139900,145000,149900,149900,159900,158900,149900,149900,152900,154900,158999,159900,159900,174500,174900,172900,169900,164250,159900,155000,159000,150000,150000,159000,156900,178900,175000,184250
"Yuma, AZ",216,168250,170000,170000,165000,166000,164900,159900,152000,149900,157450,152000,148200,145000,142250,141950,139949.5,139900,139900,139000,134900,135000,130000,130000,132900,130000,130500,129500,127200,129000,124900,124900,125000,129900,128750,137900,139900,139000,146950,143375,146888,149900,145000,142490,140000,144950,144950,148250,149900,149390,155000,159900,169900,168200,167500,173050,162900,165000,164150,164999,164500,164949.5,169000,161500,165000,177450,175000,169900,172500,174900,169900,169900,169887.5,169900,165497.5,164500,169500,169000,169900,172250,174900,175900,175000,174900,174500,179900,183500,184500,185900,189700,187000,189900,189900,189998.5,190250,193000,185000,180000,185000,188000,189900,189900,190000
"Athens, GA",217,185950,184500,179900,179900,179000,174900,174950,179900,179900,178000,174900,169900,169900,169900,169900,168900,164900,164900,160000,159900,160000,159900,157000,155000,156900,159900,159900,159900,159900,154900,159900,159900,159900,159100,159544.5,159900,159900,159900,168450,169000,169900,169900,169900,169900,169900,167900,164900,169900,169900,170750,175000,179000,179900,180000,179900,179900,175000,175000,175000,175000,179900,181900,179900,184000,175000,179999,185000,189000,194900,189650,189000,189900,189900,189900,189900,204900,204900,208900,219000,218070,225000,219900,215000,219900,224950,224900,228950,234500,244900,243500,244950,248900,248900,244900,249450,250000,249900,269000,267350,268500,264900,266350
"Torrington, CT",218,319450,319900,329800,320000,319250,320500,314900,317950,299900,3e+05,299500,295000,294950,289900,295000,295000,294294,289950,289900,289000,285000,285000,285000,289900,279900,285000,289000,289000,294900,298000,297900,289900,290000,289995,290950,289000,285000,285000,289000,287500,289000,285000,284900,279900,285000,284900,284900,285000,285000,289000,283900,279000,279900,279900,279900,277900,275000,275000,275950,274900,275000,279900,279900,279900,279900,279900,279000,274900,279900,280000,279900,279000,275000,275000,284900,285000,285000,289000,287400,289000,289467.5,284900,284000,277500,279900,289000,289900,297500,299900,299900,299000,298000,299900,299900,299900,293949.5,299900,299000,299900,299900,299900,299000
"St. Cloud, MN",219,169900,164900,164900,160200,160500,162487,159900,159900,159250,154900,149900,149900,149000,139900,149900,149875,149900,149900,149900,149900,149900,149000,144000,139900,139900,139900,148900,149900,149900,144900,144900,144450,143700,144900,139900,139900,139700,144900,147900,149900,152900,159900,154949.5,158900,159900,154900,154900,152400,153999.5,159900,159950,165950,168500,167838.5,168900,165000,165000,159900,159900,159900,159900,164900,169898,169900,169900,169900,169900,169900,168900,169900,169900,169900,167700,169900,175000,175000,178500,179900,184900,184900,179900,179900,179670,179900,179900,189700,186900,194900,199900,194900,191950,189900,189900,188900,186450,185000,194900,2e+05,2e+05,207997.5,214800,214900
"Hilton Head Island, SC",220,385000,375000,369700,359950,359000,350000,349000,329500,349000,330000,339900,339000,329900,324000,329000,329900,334700,329000,325000,334900,299000,299000,295000,298995,285000,279250,283000,289000,289000,282950,279000,289900,289000,289000,279900,289000,279900,289999,299000,309900,312000,319949.5,319900,309000,301900,309000,314900,318750,309000,325000,323000,325000,325000,329000,329900,336450,335000,329000,335450,335900,335000,337900,339000,329000,344900,345900,340160,337750,349000,349900,350000,349900,350000,365000,379000,369900,368500,369900,369000,369000,369900,376415,369900,364000,365000,369000,367000,365000,364885,365000,365000,362482.5,369900,369500,369900,370000,369900,364999,364990,363182.5,359900,359950
"Bloomington, IL",221,166950,164950,169900,169900,169900,174900,169900,164900,164900,159900,158700,154900,154900,156450,159900,157950,159900,159900,155945,152900,149900,149900,149900,145000,145900,143000,147500,147900,149900,147900,144900,139900,139900,138900,136900,133900,136900,139900,139900,145250,144900,144900,146000,148900,149500,149900,149500,147500,152000,149900,154900,154900,158500,159900,159900,157247.5,159900,159900,154900,149900,153900,155000,155000,156900,159900,155000,154950,152900,156499,149900,149900,149000,147950,149950,152950,154900,149900,149900,148800,144900,144900,141300,139900,142000,144450,149900,154900,162200,160000,162900,159900,156700,157237.5,159900,156750,155000,159900,161900,167900,172950,169999,173950
"Hilo, HI",222,399000,409999,399000,399000,399000,385000,382900,375000,375000,379000,380000,369000,379000,398500,390000,369000,365000,365000,349500,349900,349900,339000,321350,325000,325000,329000,325000,339900,339000,329000,319000,315000,315000,299900,299700,315000,345900,339000,340000,345000,339000,329000,339000,345000,349000,349000,349000,350000,349900,360000,355000,363000,374500,369000,369000,369000,363450,350000,373250,379949.5,389500,399000,399000,399000,371450,375785,388785,385000,389450,389000,390000,390000,399900,399500,425000,429000,429000,439000,440000,439000,450000,447989,449000,449000,449000,449000,439000,425000,425000,425000,425000,430000,429000,429000,429000,435000,445000,449999,449000,449000,449000,439000
"Panama City, FL",223,233000,225000,222500,219900,219000,217000,213516,209995,207900,204850,2e+05,199500,199000,194900,198000,195000,199000,199000,191000,190000,194700,193000,189000,191000,189000,189000,189000,189900,184700,179900,180000,174900,174000,174900,184900,181750,184500,186000,189900,191900,199000,199900,199000,199000,199900,199900,205000,199900,199900,204900,209000,209900,215000,210000,215000,215000,219000,215950,220000,219000,224900,224900,224900,229000,228950,232500,229900,235000,239000,235000,239900,235000,235000,229900,235804,235000,239999,245000,246806,245000,246000,245213,245000,244900,245000,249900,249900,254000,249900,250000,249900,249900,250000,250000,257850,259000,259000,259000,264800,269000,269000,270000
"Kingston, NY",224,269000,268950,269900,269900,270000,274900,269900,269900,269900,269000,260000,259900,259900,259000,260000,251500,259000,259000,259000,259000,259000,259000,252000,244000,239900,235250,239000,238650,235000,235000,234999.5,229000,229549.5,229000,227000,229000,225000,225000,225000,229000,235000,233750,229900,229000,225000,225000,225000,224900,220000,224900,229000,229900,235000,229949.5,237750,237500,234900,235000,230000,229900,224900,227000,229900,229000,229000,229900,235000,231450,229900,229000,229000,229000,225450,229000,229000,229900,239900,239900,239900,239000,239900,239000,232250,229000,229000,225000,225000,235000,245000,249000,249900,249000,249900,249000,247500,244900,244450,239950,244999.5,249900,255000,259000
"Daphne, AL",225,260000,260000,259000,250000,249900,247900,240950,223500,239000,239900,239900,239000,239000,231400,234900,234900,238900,239000,239000,239900,240707.5,239900,244900,249000,242000,240000,245400,243250,245000,244000,239900,238900,238950,239900,241900,239000,235000,237900,239900,239900,234900,239900,245000,240900,245000,247700,249900,247500,241000,245900,249730,249900,249900,251900,253900,249974.5,250000,249900,244950,250000,250000,254950,259900,264900,268950,268900,268950,269900,259000,265950,266775,267900,269000,284900,283900,282500,280000,285000,289075.5,294000,294000,290995,293462.5,289125,284999.5,289995,291957.5,299000,309900,309900,309900,304900,299900,299900,289900,295000,288250,284900,289900,299900,299900,307875
"Gainesville, GA",226,215000,215000,209900,210000,214900,210000,2e+05,204900,199900,195745.5,189900,189000,186495,181000,189000,179900,181000,181000,180000,182900,175000,169999,166500,164900,159900,165900,169900,172900,175000,179900,177500,174900,169900,169450,169900,172250,189900,192000,192000,199900,219000,227340,226950,239247.5,236000,235000,235352.5,241524,244450,244900,239900,249900,253920,259913,259990,259850,249900,249000,249900,244900,240000,252863,239900,239000,244900,249000,239900,239900,246425,239900,249900,249900,249900,255395,265000,269900,271700,274900,267569.5,274238,274900,269949.5,259900,265200,270000,274900,275439,285050,280000,280000,285000,285000,289990,289900,284900,284700,284900,285000,296361.5,298200,299500,304950
"Warner Robins, GA",227,154900,150000,150000,149900,149900,148900,149900,148000,149900,147000,145000,142900,144900,139900,144949.5,141800,139000,141000,137700,139900,139900,139900,138000,137250,135447.5,134990,138000,135700,139900,139900,140000,143350,139900,135950,135000,130000,137000,134990,139000,139900,142900,141900,142450,140750,139000,134900,134900,131250,135000,137500,139900,144000,147500,147499,144900,144500,140000,142995,142990,142799,146750,144900,145900,145900,149000,146900,147000,145990,147250,147125,145950,145000,144900,144900,149000,149900,152900,156000,158250,159900,162500,162000,160000,156900,154900,160000,161900,167900,174813.5,175000,173000,175000,184000,178000,179900,179700,180000,183400,186900,185250,189900,185000
"Blacksburg, VA",228,189900,189900,191250,189900,190750,189950,194250,194500,194000,193950,193250,189900,189000,179900,189900,195000,195000,190500,189900,189900,189900,188000,185000,185000,184950,182000,185000,185000,184950,186750,189000,189900,185000,179900,179900,179900,177500,179900,181000,184900,183078,179000,178000,173000,169900,169900,169900,169900,182000,179900,179900,185000,187500,186450,184900,179900,182900,179900,179500,176900,174925,179550,185000,189000,189000,189000,187500,184500,189000,189000,190350,189900,184275,191000,192000,190250,189900,199000,193500,193000,191000,189900,186700,182750,175000,189000,194900,205000,211000,205000,199950,195000,199900,199900,214700,209700,204900,206500,199925,213250,210000,199900
"Jacksonville, NC",229,189900,189900,189900,189000,189900,189500,187500,189900,189000,189000,188000,187000,185000,179900,182000,178900,178900,174996.5,174900,172900,169900,169900,171000,170000,169900,169997.5,171000,171000,169900,168900,167400,166900,164900,165000,160309,164900,164900,165000,168900,169000,169999,172000,171419,171000,169900,169900,172650,169000,172000,169900,169900,169900,169900,169000,169000,169500,169900,160000,159950,161000,161000,167000,166925,165500,162000,160000,160000,158000,159900,159000,159900,159900,162000,163425,165400,165000,162000,159900,157000,158900,156900,154900,157000,157000,155000,159900,164000,166300,168900,168900,169000,167400,169000,169900,169900,171000,172000,174900,175000,174900,175000,175000
"Redding, CA",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264400,265000,264950,265000,252300,251500,264000,268000,265000,269450,279000,269700,270000,264800,264900,272900,268000,274950,279250,296885,289000,289500,285000,275000,284380,285000,288500,289950,299000,299800,299975,305000,309900,3e+05
"Monroe, LA",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,139000,139000,140000,143000,145000,147500,144450,137500,136900,137500,130000,135000,137500,139900,144900,148000,151600,154900,152450,149900,150000,145599.5,149900,155000,149900,152000,159900,159900,164200,164900,161950,164500,169900,175000,175000,179900,185000,190950,194700,195000,198000,197950,198900,207500,199900,199900,199000,194900,199000,209000,215000,215000,215000,215000,216200,210000,219900,218250,215000,214900,210000,209900,209900,215000
"Joplin, MO",232,109100,104450,102000,107900,109000,108900,107500,107000,104900,104500,99000,95000,94500,97700,98000,99900,104900,114900,115000,116950,114925,113900,113300,109900,109900,109000,105900,109900,112900,110900,109900,110000,107200,104900,99900,102500,102250,103000,104900,102500,108000,109900,109900,110000,114500,114900,114900,111400,112700,111400,114625,117000,119900,124250,124900,122250,124700,120000,123000,122250,123900,124950,126500,129900,134900,129900,126682,129765,129000,124900,124000,124000,124900,124884,125900,124900,124000,126000,129000,129900,124900,124900,124900,124434,128000,129900,129900,134900,134900,132900,139900,135900,135825,134700,134900,137200,135000,134900,140000,139900,140000,139900
